age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,id
50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,yes,41796
50,blue-collar,single,primary,no,1743,yes,no,unknown,6,jun,49,5,-1,0,unknown,no,9367
53,retired,divorced,primary,no,2997,no,no,unknown,9,jun,162,1,-1,0,unknown,no,9719
27,management,single,tertiary,no,1995,yes,no,unknown,28,may,239,2,-1,0,unknown,no,6900
37,management,single,secondary,no,1572,no,no,cellular,13,may,499,3,-1,0,unknown,no,37417
57,management,married,tertiary,no,0,yes,no,cellular,21,nov,67,1,-1,0,unknown,no,27042
38,blue-collar,single,tertiary,no,172,yes,no,cellular,1,apr,1176,1,-1,0,unknown,yes,31472
42,management,single,tertiary,no,1,no,no,cellular,27,aug,223,13,-1,0,unknown,no,23222
58,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,267,2,-1,0,unknown,no,9171
36,management,married,secondary,no,1989,no,no,unknown,17,jun,344,2,-1,0,unknown,no,10913
41,blue-collar,married,primary,no,96,yes,yes,cellular,17,apr,165,3,-1,0,unknown,no,32894
55,blue-collar,single,primary,no,1187,yes,no,cellular,17,apr,113,1,319,2,failure,no,32617
50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,no,4058
52,admin.,married,primary,no,2390,no,yes,cellular,19,nov,216,2,-1,0,unknown,no,25956
43,management,married,tertiary,no,13044,no,no,cellular,19,nov,215,1,93,4,failure,no,25568
35,technician,single,secondary,no,-816,no,no,cellular,25,aug,54,19,-1,0,unknown,no,22826
36,technician,married,secondary,no,0,yes,no,cellular,21,jul,193,5,-1,0,unknown,no,15881
53,blue-collar,married,primary,no,805,yes,yes,telephone,4,feb,136,7,268,2,other,no,30119
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no,6886
40,admin.,married,secondary,no,1538,yes,no,unknown,30,may,390,2,-1,0,unknown,no,7875
47,blue-collar,married,primary,no,4520,no,no,cellular,11,aug,356,2,-1,0,unknown,no,20197
46,services,married,secondary,no,457,yes,yes,unknown,20,jun,74,1,-1,0,unknown,no,11737
54,management,divorced,primary,no,210,no,no,cellular,18,nov,178,1,-1,0,unknown,no,25156
49,blue-collar,single,primary,no,566,yes,no,cellular,25,jul,979,2,-1,0,unknown,yes,16881
31,management,single,tertiary,no,35,no,no,cellular,28,aug,27,16,-1,0,unknown,no,23622
41,services,married,secondary,no,714,yes,yes,unknown,15,may,504,5,-1,0,unknown,no,3439
43,technician,married,secondary,no,381,yes,no,cellular,16,jul,191,6,-1,0,unknown,no,14947
25,admin.,single,secondary,no,122,yes,no,cellular,7,may,481,2,-1,0,unknown,yes,35364
40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,-1,0,unknown,no,2251
44,management,married,tertiary,no,7818,no,no,cellular,27,may,412,1,-1,0,unknown,yes,39702
52,entrepreneur,married,primary,no,657,no,no,telephone,7,dec,91,2,217,1,other,no,42442
40,management,married,tertiary,no,30,yes,no,cellular,28,jul,609,6,-1,0,unknown,no,17434
45,blue-collar,single,unknown,no,713,no,no,cellular,30,jul,148,2,-1,0,unknown,no,17975
45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,-1,0,unknown,no,2135
29,services,married,secondary,no,-597,no,no,cellular,7,jul,500,2,-1,0,unknown,no,12876
41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,yes,40083
40,technician,married,tertiary,no,206,no,no,cellular,23,apr,499,6,185,4,success,yes,43526
37,management,married,tertiary,no,4039,no,yes,cellular,25,jul,106,2,-1,0,unknown,no,16887
36,blue-collar,single,secondary,no,459,yes,yes,cellular,20,apr,305,2,-1,0,unknown,no,33689
55,management,married,tertiary,no,0,no,no,cellular,6,aug,341,2,-1,0,unknown,no,19303
49,technician,married,tertiary,no,1071,no,no,cellular,16,sep,225,1,91,1,success,yes,44809
32,admin.,married,secondary,no,0,no,no,unknown,16,may,137,1,-1,0,unknown,no,3670
46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes,41201
42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no,29405
47,blue-collar,married,secondary,no,1875,yes,no,cellular,14,jul,157,3,-1,0,unknown,no,14452
38,unemployed,single,secondary,no,2470,yes,no,cellular,4,feb,131,1,230,1,other,no,29806
51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,-1,0,unknown,yes,16595
31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown,yes,20824
36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,unknown,yes,21244
40,services,married,secondary,no,0,yes,no,cellular,5,may,184,1,334,2,failure,no,34585
57,retired,divorced,primary,no,914,no,no,unknown,18,jun,404,2,-1,0,unknown,no,11276
54,housemaid,married,secondary,no,1182,yes,no,cellular,6,may,118,2,241,2,failure,no,43638
78,retired,married,unknown,no,4807,no,no,telephone,22,oct,1002,4,-1,0,unknown,yes,41946
45,management,married,tertiary,yes,-577,yes,yes,cellular,24,jul,204,1,-1,0,unknown,no,16709
32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes,5856
44,services,divorced,secondary,no,0,yes,yes,unknown,13,may,97,1,-1,0,unknown,no,2623
24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes,45133
29,management,single,unknown,no,560,no,no,cellular,6,jul,212,1,92,2,success,no,44083
31,management,married,tertiary,no,1400,yes,no,cellular,30,jan,175,2,2,1,other,no,28817
29,blue-collar,single,secondary,no,114,yes,no,cellular,6,may,500,1,-1,0,unknown,no,35009
35,blue-collar,married,primary,no,914,yes,no,unknown,27,may,374,9,-1,0,unknown,no,6527
59,management,married,secondary,no,0,no,yes,cellular,10,jul,60,1,-1,0,unknown,no,13940
39,management,married,tertiary,no,309,no,no,cellular,26,aug,94,14,-1,0,unknown,no,22948
31,admin.,single,secondary,no,98,yes,no,unknown,5,may,196,2,-1,0,unknown,no,324
38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,1,-1,0,unknown,yes,29500
32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown,yes,35786
34,management,married,tertiary,no,5665,no,no,cellular,11,aug,72,4,-1,0,unknown,no,20171
43,technician,single,secondary,no,54,yes,no,cellular,30,jul,62,2,-1,0,unknown,no,17931
60,retired,married,primary,no,0,yes,no,cellular,17,apr,68,3,343,1,other,no,32701
50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no,33663
60,housemaid,married,unknown,no,10285,no,no,unknown,6,jun,174,2,-1,0,unknown,no,9538
60,retired,married,tertiary,no,225,no,no,cellular,19,aug,54,2,-1,0,unknown,no,21498
30,technician,married,secondary,no,371,no,no,cellular,7,aug,124,2,-1,0,unknown,no,19496
31,management,married,tertiary,no,2229,yes,no,unknown,26,may,90,4,-1,0,unknown,no,5778
37,blue-collar,married,secondary,no,-510,yes,no,unknown,30,may,461,1,-1,0,unknown,no,7634
38,management,married,tertiary,no,-1884,yes,no,cellular,6,may,82,2,289,1,failure,no,35020
41,blue-collar,married,secondary,no,306,yes,no,telephone,11,may,86,1,369,2,failure,no,36219
39,management,married,secondary,no,1072,yes,no,unknown,27,may,1168,2,-1,0,unknown,no,6565
26,blue-collar,single,secondary,no,0,yes,no,cellular,28,jan,148,2,258,2,failure,no,28026
46,technician,married,secondary,no,0,no,no,cellular,28,aug,63,2,-1,0,unknown,no,23540
47,technician,married,tertiary,no,3690,no,no,cellular,7,aug,228,2,-1,0,unknown,no,19495
32,services,single,secondary,no,85,yes,no,unknown,9,may,834,9,-1,0,unknown,no,2033
51,blue-collar,married,secondary,no,1797,yes,no,cellular,20,aug,168,1,-1,0,unknown,no,41190
44,technician,married,primary,no,177,yes,no,unknown,19,may,197,4,-1,0,unknown,no,4323
25,technician,single,secondary,no,1135,yes,no,unknown,12,may,396,3,-1,0,unknown,no,2078
27,blue-collar,married,secondary,no,1600,yes,no,unknown,21,may,135,1,-1,0,unknown,no,4917
36,blue-collar,married,secondary,no,604,yes,no,unknown,30,may,235,1,-1,0,unknown,no,7528
32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,-1,0,unknown,yes,31377
44,technician,married,primary,no,4389,no,no,cellular,29,jul,33,1,-1,0,unknown,no,17731
34,management,single,tertiary,no,5452,no,no,cellular,20,apr,96,1,245,5,other,no,33159
37,technician,single,secondary,no,194,yes,no,cellular,2,feb,144,1,-1,0,unknown,no,29013
34,technician,single,secondary,no,95,no,no,cellular,22,aug,119,8,-1,0,unknown,no,22360
50,admin.,married,tertiary,no,843,no,yes,cellular,27,may,71,3,-1,0,unknown,no,39656
37,entrepreneur,married,primary,no,1529,yes,no,cellular,20,apr,201,3,-1,0,unknown,no,33289
23,blue-collar,single,primary,no,2594,yes,no,unknown,13,may,193,1,-1,0,unknown,no,2428
34,blue-collar,married,secondary,no,1089,yes,no,cellular,13,may,394,3,-1,0,unknown,yes,37123
29,services,single,secondary,no,447,yes,yes,unknown,4,jun,106,1,-1,0,unknown,no,8887
55,admin.,married,secondary,no,356,no,no,telephone,27,aug,554,6,-1,0,unknown,no,23418
55,retired,married,primary,no,16432,no,no,cellular,14,aug,482,2,-1,0,unknown,no,41075
45,technician,married,tertiary,no,4647,no,no,cellular,29,jul,109,3,-1,0,unknown,no,17774
57,unemployed,married,primary,no,2743,no,no,cellular,29,jan,89,1,-1,0,unknown,no,28248
34,admin.,single,secondary,no,1,yes,no,cellular,9,feb,185,7,280,1,other,no,30869
70,technician,married,tertiary,no,6797,no,no,cellular,12,aug,298,1,-1,0,unknown,no,40944
36,entrepreneur,married,tertiary,no,1423,yes,no,unknown,29,may,193,1,-1,0,unknown,no,7146
34,blue-collar,single,secondary,no,783,yes,no,cellular,4,feb,142,1,-1,0,unknown,no,29899
30,admin.,single,secondary,no,3156,no,no,cellular,2,feb,170,1,-1,0,unknown,no,29299
60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,-1,0,unknown,yes,39597
30,blue-collar,married,secondary,no,554,yes,no,cellular,29,jan,100,1,-1,0,unknown,no,28354
34,services,married,secondary,no,7,yes,no,cellular,12,may,377,1,357,1,failure,no,36566
50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other,yes,42790
32,technician,single,tertiary,no,1454,yes,no,cellular,20,apr,190,1,335,1,other,no,33296
34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,-1,0,unknown,no,4604
51,services,married,secondary,no,-437,no,yes,cellular,30,jul,130,3,-1,0,unknown,no,18184
44,management,married,secondary,no,597,yes,no,cellular,7,aug,137,2,-1,0,unknown,no,19548
56,retired,married,secondary,no,415,no,no,cellular,22,aug,158,2,-1,0,unknown,no,22367
27,technician,married,secondary,no,31,no,no,cellular,13,may,136,2,-1,0,unknown,no,37002
23,management,single,unknown,no,375,yes,no,unknown,9,may,194,3,-1,0,unknown,no,2004
66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes,33794
36,admin.,single,secondary,no,60,yes,no,cellular,23,sep,156,2,-1,0,unknown,yes,44867
72,retired,divorced,tertiary,no,402,no,no,cellular,12,jul,194,3,-1,0,unknown,no,44139
31,technician,married,secondary,no,0,no,no,cellular,20,aug,117,4,-1,0,unknown,no,21802
34,blue-collar,single,unknown,no,-90,yes,no,cellular,18,may,20,1,370,1,failure,no,39071
34,entrepreneur,single,secondary,no,339,yes,no,cellular,6,may,110,2,359,2,failure,no,34987
50,technician,single,tertiary,no,1840,yes,no,cellular,11,jul,184,2,-1,0,unknown,no,14181
32,technician,single,tertiary,no,-109,yes,yes,cellular,17,apr,419,1,-1,0,unknown,no,32788
39,technician,married,secondary,no,7137,yes,no,unknown,27,may,151,7,-1,0,unknown,no,6085
32,unemployed,single,tertiary,no,1611,yes,no,cellular,19,nov,175,1,180,2,failure,no,25604
44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,232,1,213,1,failure,no,41401
33,technician,married,tertiary,no,980,no,no,cellular,12,aug,172,2,-1,0,unknown,no,20432
56,blue-collar,married,secondary,no,126,no,no,cellular,14,may,113,2,-1,0,unknown,no,37559
26,admin.,single,secondary,no,443,no,no,cellular,30,jul,84,3,-1,0,unknown,no,18108
42,blue-collar,married,primary,no,321,yes,no,unknown,14,may,147,3,-1,0,unknown,no,3136
34,admin.,single,secondary,no,69,yes,no,telephone,6,may,92,3,362,4,other,no,34942
49,blue-collar,married,primary,no,3478,no,no,cellular,26,aug,165,4,-1,0,unknown,no,22982
29,services,single,secondary,no,9,yes,no,cellular,18,may,19,5,-1,0,unknown,no,38795
32,services,single,secondary,no,259,yes,no,unknown,27,may,363,2,-1,0,unknown,no,6406
51,admin.,married,secondary,no,-229,no,no,cellular,9,feb,18,3,12,1,other,no,30998
32,technician,single,secondary,no,-22,yes,no,cellular,20,aug,215,2,-1,0,unknown,no,21914
26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,-1,0,unknown,no,2139
35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown,no,37277
39,housemaid,married,tertiary,no,240,yes,no,unknown,16,jun,17,25,-1,0,unknown,no,10725
46,blue-collar,married,primary,no,512,no,no,telephone,13,may,32,1,301,1,failure,no,37029
40,admin.,divorced,secondary,no,1967,yes,no,unknown,11,jun,363,1,-1,0,unknown,no,10083
53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no,28998
47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,113,1,-1,0,unknown,no,13471
34,blue-collar,divorced,secondary,no,-131,yes,no,cellular,7,may,132,1,356,1,failure,no,35202
46,management,married,tertiary,no,0,yes,no,cellular,1,jun,87,2,-1,0,unknown,no,39804
25,services,single,secondary,no,64,no,no,cellular,21,jul,71,11,-1,0,unknown,no,15675
43,blue-collar,single,secondary,no,99,no,no,cellular,30,jul,226,2,-1,0,unknown,no,17968
32,admin.,married,secondary,no,752,yes,no,cellular,6,may,519,2,166,5,failure,yes,34953
55,housemaid,married,primary,no,0,no,no,cellular,13,aug,139,2,-1,0,unknown,no,20702
45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes,2486
19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,yes,44211
52,blue-collar,married,primary,no,863,no,no,cellular,8,may,224,2,170,3,failure,no,35951
33,blue-collar,married,primary,no,1064,yes,no,cellular,7,apr,311,1,330,1,failure,no,31725
34,admin.,single,secondary,no,391,yes,no,unknown,9,may,192,2,-1,0,unknown,no,1970
37,blue-collar,married,primary,no,1053,yes,no,unknown,29,may,194,2,-1,0,unknown,no,7453
34,management,single,tertiary,no,3035,no,no,cellular,20,nov,1166,1,-1,0,unknown,no,26582
46,admin.,divorced,secondary,no,2087,no,no,cellular,1,jun,111,1,119,4,other,no,39815
27,student,single,secondary,no,2784,yes,no,telephone,20,apr,153,1,328,1,failure,no,33170
29,housemaid,married,primary,no,7,no,yes,cellular,8,jul,240,1,-1,0,unknown,no,13094
37,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,155,2,-1,0,unknown,no,16353
34,blue-collar,married,secondary,no,0,yes,yes,cellular,12,may,34,2,288,12,failure,no,36505
31,management,married,tertiary,no,395,yes,no,cellular,9,feb,155,3,-1,0,unknown,no,30862
37,technician,single,secondary,no,4,no,no,cellular,11,aug,933,1,-1,0,unknown,yes,20331
26,technician,single,secondary,no,223,no,yes,cellular,21,jul,1002,3,-1,0,unknown,yes,15838
51,technician,divorced,secondary,no,329,yes,no,unknown,28,may,191,5,-1,0,unknown,no,7055
36,admin.,married,tertiary,no,0,no,no,cellular,25,nov,106,1,205,2,other,no,42353
33,management,married,tertiary,no,3456,yes,no,unknown,3,jun,258,2,-1,0,unknown,no,8530
41,management,married,tertiary,no,36,no,no,unknown,9,jun,44,4,-1,0,unknown,no,10032
40,blue-collar,married,secondary,no,252,yes,yes,cellular,9,jul,140,3,-1,0,unknown,no,13600
44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,unknown,no,24268
37,unemployed,single,tertiary,no,1706,no,no,unknown,12,jun,542,3,-1,0,unknown,no,10273
30,management,married,tertiary,no,900,no,no,cellular,18,nov,123,1,124,2,failure,no,25122
59,retired,married,primary,no,13,no,no,cellular,28,jan,384,2,-1,0,unknown,no,27907
62,housemaid,married,secondary,no,565,no,no,cellular,4,sep,123,3,-1,0,unknown,no,41441
50,housemaid,married,secondary,no,1484,no,no,unknown,9,jun,213,1,-1,0,unknown,no,9802
55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,211,1,-1,0,unknown,no,29011
31,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,185,1,-1,0,unknown,no,6148
60,retired,married,secondary,no,372,no,no,cellular,28,jan,449,2,-1,0,unknown,no,27895
55,technician,married,secondary,no,1816,no,no,cellular,5,aug,197,1,-1,0,unknown,no,19063
35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,-1,0,unknown,yes,13523
31,admin.,single,secondary,no,33,no,yes,cellular,23,jul,194,1,-1,0,unknown,no,16318
49,management,married,tertiary,no,64,no,no,cellular,17,nov,208,1,159,1,success,no,24264
30,technician,married,secondary,no,817,yes,no,cellular,21,nov,208,3,91,4,failure,no,27591
32,services,married,secondary,no,414,yes,no,cellular,3,feb,236,2,272,1,failure,no,29444
36,technician,married,tertiary,no,421,yes,no,cellular,13,may,793,5,-1,0,unknown,no,37035
48,admin.,married,secondary,no,811,no,yes,cellular,8,aug,149,2,-1,0,unknown,no,19939
53,management,divorced,tertiary,no,93,no,no,cellular,30,jul,219,2,-1,0,unknown,no,17928
76,retired,divorced,primary,no,802,no,no,cellular,9,mar,241,1,181,5,success,yes,43251
39,admin.,divorced,secondary,no,1022,yes,no,unknown,20,jun,20,3,-1,0,unknown,no,12082
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,no,7573
49,blue-collar,married,secondary,no,1111,yes,yes,cellular,14,apr,104,3,-1,0,unknown,no,32083
25,management,single,tertiary,no,6,yes,yes,unknown,15,may,225,1,-1,0,unknown,no,3374
23,admin.,single,secondary,no,345,yes,no,unknown,27,may,330,2,-1,0,unknown,no,6189
29,technician,married,tertiary,no,604,yes,no,cellular,14,may,430,4,-1,0,unknown,no,37839
53,entrepreneur,married,secondary,no,111,yes,no,unknown,15,may,750,2,-1,0,unknown,no,3293
46,management,married,tertiary,no,1950,no,no,cellular,4,sep,56,2,-1,0,unknown,no,41421
51,blue-collar,married,secondary,no,794,yes,no,telephone,24,jul,747,1,-1,0,unknown,no,16644
57,retired,married,primary,no,-64,yes,no,telephone,24,jul,147,1,-1,0,unknown,no,16731
77,retired,single,primary,no,300,no,no,cellular,9,sep,511,1,-1,0,unknown,no,41522
56,management,divorced,tertiary,no,2037,no,no,cellular,6,may,160,1,91,5,success,no,43644
41,services,married,secondary,no,0,yes,yes,telephone,12,may,125,4,-1,0,unknown,no,36938
35,student,single,tertiary,no,7,yes,no,telephone,4,feb,72,2,247,1,other,no,29765
36,management,divorced,tertiary,no,668,yes,no,cellular,5,may,623,1,-1,0,unknown,no,34557
46,blue-collar,married,secondary,no,961,yes,no,telephone,17,apr,48,2,-1,0,unknown,no,33011
31,blue-collar,married,primary,no,0,no,no,unknown,16,jun,10,5,-1,0,unknown,no,10467
33,services,divorced,secondary,no,1156,yes,no,cellular,15,may,612,1,177,2,failure,no,38211
34,unemployed,married,secondary,no,6438,yes,no,cellular,21,nov,21,7,-1,0,unknown,no,27424
60,management,married,tertiary,no,205,no,no,cellular,26,may,107,2,-1,0,unknown,no,39530
37,management,single,tertiary,no,815,yes,no,cellular,7,may,77,1,-1,0,unknown,no,35355
46,technician,married,secondary,no,231,yes,no,unknown,3,jun,117,1,-1,0,unknown,no,8379
59,services,married,secondary,no,108,no,no,cellular,11,aug,120,4,-1,0,unknown,no,20283
42,blue-collar,married,primary,no,695,yes,no,cellular,16,apr,173,2,-1,0,unknown,no,32411
41,blue-collar,married,secondary,no,16,no,no,cellular,29,jan,553,2,-1,0,unknown,no,28365
49,blue-collar,married,primary,no,67,no,yes,cellular,13,aug,269,4,-1,0,unknown,no,20792
50,retired,divorced,secondary,no,4861,no,no,unknown,20,jun,61,3,-1,0,unknown,no,12111
29,admin.,single,tertiary,no,89,yes,no,cellular,22,jul,120,1,-1,0,unknown,no,16016
48,services,divorced,secondary,no,201,yes,no,cellular,12,may,242,3,371,2,failure,no,36929
37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,0,unknown,yes,38492
41,admin.,married,unknown,no,488,no,no,cellular,21,nov,174,1,-1,0,unknown,no,27014
48,technician,divorced,secondary,no,177,yes,no,unknown,8,may,471,1,-1,0,unknown,no,1230
50,management,married,secondary,no,1457,no,yes,cellular,9,jul,167,1,-1,0,unknown,no,13551
55,blue-collar,married,secondary,no,2854,yes,no,cellular,7,may,312,1,-1,0,unknown,no,35393
46,technician,single,secondary,no,148,yes,no,unknown,13,may,210,1,-1,0,unknown,no,2628
44,admin.,married,secondary,no,5181,yes,yes,cellular,31,jul,18,7,-1,0,unknown,no,18730
40,technician,married,secondary,no,0,yes,yes,cellular,26,jul,105,2,172,1,failure,no,44294
43,entrepreneur,single,tertiary,no,0,yes,no,unknown,26,may,142,3,-1,0,unknown,no,5676
41,management,divorced,tertiary,yes,-68,yes,yes,cellular,25,aug,463,22,-1,0,unknown,no,22734
45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,unknown,yes,30011
46,technician,single,secondary,no,1758,yes,no,cellular,18,nov,109,1,-1,0,unknown,no,25028
51,housemaid,married,secondary,no,2239,no,no,cellular,27,may,1576,1,-1,0,unknown,no,39693
56,management,married,tertiary,no,982,no,no,cellular,19,aug,113,6,-1,0,unknown,no,21610
34,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,yes,43016
32,blue-collar,divorced,secondary,no,473,no,no,cellular,18,jul,320,1,-1,0,unknown,no,15527
37,management,single,secondary,no,793,no,no,cellular,7,oct,130,1,-1,0,unknown,no,41710
30,blue-collar,married,secondary,no,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,no,4709
28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown,no,134
39,admin.,divorced,secondary,no,536,no,no,cellular,28,jan,29,1,-1,0,unknown,no,27921
39,admin.,married,secondary,no,0,yes,no,telephone,8,may,283,3,296,5,failure,no,35973
48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown,yes,9900
45,technician,married,secondary,no,1240,no,no,cellular,7,may,269,2,-1,0,unknown,no,35538
55,blue-collar,married,primary,no,135,yes,no,cellular,15,may,641,6,-1,0,unknown,no,38687
39,technician,married,secondary,no,1,yes,no,unknown,26,may,506,2,-1,0,unknown,no,5858
21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,aug,323,1,-1,0,unknown,yes,44455
54,management,divorced,tertiary,no,-125,no,yes,cellular,8,aug,107,2,-1,0,unknown,no,19913
39,management,married,tertiary,no,3518,yes,no,cellular,8,may,440,1,-1,0,unknown,no,35662
40,entrepreneur,single,secondary,no,943,yes,no,cellular,4,feb,179,3,-1,0,unknown,no,30072
55,technician,single,tertiary,no,92,yes,no,unknown,7,may,118,3,-1,0,unknown,no,774
46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,yes,39920
55,services,married,secondary,no,244,yes,no,cellular,8,may,171,1,-1,0,unknown,no,35701
41,blue-collar,married,secondary,no,-664,yes,yes,cellular,13,may,185,4,-1,0,unknown,no,37473
53,technician,married,secondary,no,944,yes,no,cellular,23,jul,799,4,-1,0,unknown,no,16531
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no,7336
52,entrepreneur,married,secondary,no,113,yes,yes,unknown,5,may,127,1,-1,0,unknown,no,27
59,retired,married,secondary,no,-313,yes,no,unknown,20,may,407,1,-1,0,unknown,no,4566
34,blue-collar,married,primary,no,60,yes,no,unknown,26,may,23,10,-1,0,unknown,no,6029
29,admin.,married,secondary,no,0,yes,yes,cellular,4,feb,376,2,229,3,other,no,30070
45,admin.,married,secondary,no,857,yes,no,cellular,21,nov,169,1,92,20,other,no,27107
36,services,married,secondary,no,5000,no,no,unknown,16,jun,177,5,-1,0,unknown,no,10492
56,blue-collar,married,primary,no,206,no,no,unknown,5,jun,315,1,-1,0,unknown,no,9088
43,self-employed,divorced,secondary,no,484,yes,no,cellular,13,may,180,2,173,6,failure,no,37319
38,self-employed,single,secondary,no,4056,no,no,unknown,11,jun,69,2,-1,0,unknown,no,10045
48,retired,married,secondary,no,264,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no,24599
60,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no,19321
35,management,married,tertiary,no,284,no,yes,cellular,6,aug,258,2,-1,0,unknown,no,19299
50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no,205
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes,43313
34,management,single,tertiary,no,99,no,no,cellular,18,jul,70,1,-1,0,unknown,no,15444
29,admin.,married,secondary,no,503,no,yes,cellular,5,feb,433,1,199,2,failure,no,30217
48,self-employed,married,secondary,no,91,no,no,cellular,21,aug,136,8,-1,0,unknown,no,22178
55,blue-collar,married,secondary,no,93,no,yes,cellular,28,jan,111,1,-1,0,unknown,no,27842
47,management,divorced,secondary,no,3346,yes,yes,unknown,13,may,284,2,-1,0,unknown,no,2713
58,management,married,tertiary,no,1313,no,no,telephone,24,aug,420,4,-1,0,unknown,no,41250
50,technician,married,unknown,no,413,yes,no,unknown,19,may,243,2,-1,0,unknown,no,4365
50,management,married,tertiary,no,15442,no,no,unknown,5,jun,91,1,-1,0,unknown,no,9068
43,blue-collar,married,secondary,no,130,yes,no,cellular,9,feb,146,3,256,1,failure,no,30848
37,blue-collar,married,unknown,no,622,yes,no,cellular,11,may,175,1,-1,0,unknown,no,36369
34,management,married,tertiary,no,714,yes,no,cellular,21,nov,328,4,113,27,failure,no,27639
55,services,married,secondary,no,617,yes,no,cellular,20,apr,529,3,-1,0,unknown,no,33614
28,admin.,single,secondary,no,1391,yes,no,cellular,29,jan,462,2,247,1,failure,no,28345
52,retired,married,primary,no,1629,no,no,telephone,1,jun,192,1,-1,0,unknown,no,39805
35,technician,married,tertiary,no,108,yes,no,cellular,31,jul,65,3,-1,0,unknown,no,18353
57,services,single,secondary,no,2236,yes,no,unknown,14,may,73,2,-1,0,unknown,no,2742
54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,unknown,no,24297
40,technician,married,secondary,no,192,yes,yes,cellular,15,may,16,8,351,5,failure,no,38193
30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure,no,24327
44,blue-collar,married,secondary,no,233,no,yes,cellular,9,jul,150,3,-1,0,unknown,no,13388
52,services,married,secondary,no,-178,yes,yes,cellular,11,may,124,2,347,1,failure,no,36275
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no,84
25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,yes,36419
31,technician,single,tertiary,no,969,no,no,cellular,15,jun,95,1,-1,0,unknown,no,40281
37,management,married,tertiary,no,649,no,no,cellular,7,aug,64,2,-1,0,unknown,no,19469
